calcE, errfinal, es, np, refE
-7.007246, 0.797246, -8.393693, 1.386447, -6.210000 
-11.543989, 5.283989, -12.163420, 0.619431, -6.260000 
-4.692188, 3.992188, -5.253912, 0.561723, -0.700000 
-7.555600, -2.254400, -8.444380, 0.888780, -9.810000 
-1.235668, -0.494332, -2.440755, 1.205087, -1.730000 
-1.315669, 0.595669, -2.277751, 0.962082, -0.720000 
-1.584441, 0.694441, -2.396643, 0.812202, -0.890000 
-5.785335, 0.295335, -7.013479, 1.228144, -5.490000 
-0.803909, -0.036091, -2.125595, 1.321686, -0.840000 
0.656970, 1.343030, -0.009524, 0.666494, 2.000000 
-2.456909, 1.216909, -3.217139, 0.760230, -1.240000 
-4.761717, -0.348283, -5.451510, 0.689793, -5.110000 
-4.280734, 0.960734, -5.303604, 1.022870, -3.320000 
-4.653967, 0.743967, -6.029086, 1.375119, -3.910000 
-3.357202, 0.527202, -4.640669, 1.283467, -2.830000 
-4.216825, 1.436825, -5.076368, 0.859543, -2.780000 
-3.152050, 0.662050, -4.696696, 1.544646, -2.490000 
-1.071563, -0.938437, -2.176675, 1.105112, -2.010000 
-3.322001, 0.752001, -4.736220, 1.414219, -2.570000 
-3.698665, 0.768665, -4.853935, 1.155270, -2.930000 
-1.154514, -0.505486, -2.300604, 1.146089, -1.660000 
-5.185938, 0.625938, -5.892235, 0.706297, -4.560000 
-5.064351, -2.105649, -6.116236, 1.051885, -7.170000 
1.057044, 1.022956, -0.029484, 1.086528, 2.080000 
-3.391391, 0.841391, -4.839868, 1.448477, -2.550000 
-4.279742, -0.010258, -5.408319, 1.128577, -4.290000 
1.430894, 1.189106, -0.046026, 1.476920, 2.620000 
1.304327, 1.185673, -0.040289, 1.344616, 2.490000 
-5.026665, 0.346665, -6.277827, 1.251162, -4.680000 
-4.649652, -3.120348, -5.835445, 1.185793, -7.770000 
1.553479, 1.336521, -0.052332, 1.605811, 2.890000 
1.179379, 1.150621, -0.036206, 1.215586, 2.330000 
-1.871811, 0.821811, -2.918758, 1.046947, -1.050000 
-3.410268, 0.550268, -4.729561, 1.319292, -2.860000 
-4.101410, -0.288590, -5.100906, 0.999496, -4.390000 
-2.503209, 0.113209, -3.836691, 1.333482, -2.390000 
-2.531461, -1.588539, -3.730452, 1.198991, -4.120000 
-1.663769, -2.046231, -2.633301, 0.969533, -3.710000 
-2.069108, -1.880892, -2.895433, 0.826325, -3.950000 
-5.643617, -0.226383, -6.861676, 1.218059, -5.870000 
-0.868699, -0.031301, -2.152650, 1.283951, -0.900000 
-3.376341, -0.713659, -5.010679, 1.634338, -4.090000 
-2.681800, -0.198200, -4.291588, 1.609789, -2.880000 
-5.923976, -0.216024, -7.152541, 1.228565, -6.140000 
-0.818351, 0.008351, -2.140625, 1.322273, -0.810000 
0.677322, 0.982678, -0.495123, 1.172445, 1.660000 
0.114686, -0.104686, -1.024255, 1.138941, 0.010000 
-3.786534, -0.683466, -5.030689, 1.244156, -4.470000 
-3.089195, -0.440805, -4.309838, 1.220643, -3.530000 
-2.768931, -0.641069, -3.991392, 1.222460, -3.410000 
-3.374790, 0.344790, -4.587192, 1.212402, -3.030000 
-6.709027, 0.549027, -7.963316, 1.254289, -6.160000 
-6.194417, -0.425583, -7.293337, 1.098920, -6.620000 
-5.898100, -1.501900, -6.960118, 1.062018, -7.400000 
-2.465463, -2.644537, -3.591342, 1.125878, -5.110000 
-4.673905, -0.156095, -5.659913, 0.986009, -4.830000 
0.933168, 1.026832, -0.024068, 0.957236, 1.960000 
-7.525744, 1.055744, -8.517548, 0.991804, -6.470000 
-3.632541, -0.217459, -4.592432, 0.959891, -3.850000 
0.364869, 0.905131, -0.540962, 0.905831, 1.270000 
-3.669952, 0.229952, -4.623675, 0.953723, -3.440000 
-0.275935, -0.034065, -1.139614, 0.863679, -0.310000 
-3.291978, -1.408022, -4.313666, 1.021688, -4.700000 
-3.074033, -2.405967, -4.098840, 1.024807, -5.480000 
1.031251, -0.981251, -0.080624, 1.111875, 0.050000 
0.187758, 2.972242, -0.636923, 0.824681, 3.160000 
-1.714715, -1.755285, -2.732505, 1.017790, -3.470000 
-1.130435, -1.989565, -2.247621, 1.117186, -3.120000 
-1.142178, -0.277822, -2.122047, 0.979868, -1.420000 
-3.060419, 0.510419, -4.220611, 1.160192, -2.550000 
-1.070618, 0.180618, -2.263155, 1.192537, -0.890000 
0.028491, -2.008491, -0.982095, 1.010586, -1.980000 
0.000038, -0.390038, -1.028275, 1.028312, -0.390000 
-0.767972, -0.302028, -1.706895, 0.938922, -1.070000 
-8.026094, 0.226094, -9.768588, 1.742494, -7.800000 
-9.326423, 0.626423, -10.620388, 1.293965, -8.700000 
-1.834016, -1.395984, -2.821910, 0.987894, -3.230000 
