solute,dG_expt,es_mobley,cav_mobley,disp_mobley,np_mobley,es_SLIC,np_SLIC,SASA,SESV,VdWA,VdWV,tot_area,matched_area,Br1,Br2,Br3,C1,C10,C11,C12,C13,C14,C15,C16,C2,C3,C4,C5,C6,C7,C8,C9,Cl1,Cl2,Cl3,Cl4,Cl5,F1,F2,F3,F4,F5,F6,H1,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H2,H20,H21,H22,H3,H4,H5,H6,H7,H8,H9,I1,I2,N1,N2,O1,O2,O3,O4,O5,O6,P1,S1,S2,Br1_type,Br2_type,Br3_type,C1_type,C10_type,C11_type,C12_type,C13_type,C14_type,C15_type,C16_type,C2_type,C3_type,C4_type,C5_type,C6_type,C7_type,C8_type,C9_type,Cl1_type,Cl2_type,Cl3_type,Cl4_type,Cl5_type,F1_type,F2_type,F3_type,F4_type,F5_type,F6_type,H1_type,H10_type,H11_type,H12_type,H13_type,H14_type,H15_type,H16_type,H17_type,H18_type,H19_type,H2_type,H20_type,H21_type,H22_type,H3_type,H4_type,H5_type,H6_type,H7_type,H8_type,H9_type,I1_type,I2_type,N1_type,N2_type,O1_type,O2_type,O3_type,O4_type,O5_type,O6_type,P1_type,S1_type,S2_type,n_amine,n_amide,n_nitro,n_other,o_carbonyl,o_ester,o_nitro,o_hydroxyl,fluorine,h_hydroxyl,h_amine,h_other,num_acceptor,num_donor
1_chloroheptane,0.29,-1.21,20.2,-17.46,2.74,-1.49,2.57,382.6,179.7,210.6,162,191.742,84.999,0,0,0,0.124069813,0,0,0,0,0,0,0,0.006767444,0,0,0,0,0.09925585,0,0,1.19558183,0,0,0,0,0,0,0,0,0,0,0.744418876,0.257162884,0.324837327,0.30227918,0.315814068,0.331604772,0.221069848,0,0,0,0,0.563953694,0,0,0,0.577488582,0.3970234,0.442139696,0.356418734,0.374465253,0.300023365,0.291000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_chlorohexane,0,-1.23,18.26,-15.8,2.46,-1.53,2.48,346,157.5,185.7,142.4,169.692,81.087,0,0,0,0.096264901,0,0,0,0,0,0,0,0.006278146,0,0,0.008370861,0.119284768,0,0,0,1.004503311,0,0,0,0,0,0,0,0,0,0,0.516900662,0.339019868,0.418543046,0.370410596,0.35994702,0,0,0,0,0,0,0.692688742,0,0,0,0.579682119,0.426913907,0.410172185,0.269960265,0.345298013,0.299258278,0.17997351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_chloropentane,-0.07,-1.22,16.46,-14.06,2.4,-1.54,2.41,314.3,135.9,163.3,122.9,149.992,75.501,0,0,0,0.091384644,0,0,0,0,0,0,0,0.003973245,0,0.005959868,0.131117098,0,0,0,0,0.963512006,0,0,0,0,0,0,0,0,0,0,0.439043615,0.337725858,0.468842956,0,0,0,0,0,0,0,0,0.5165219,0,0,0,0.562214222,0.397324539,0.397324539,0.262234196,0.216541874,0.391364671,0.45692322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_chloropropane,-0.33,-1.25,12.52,-10.35,2.17,-1.44,2.26,248.6,91.9,116.9,84.1,109.133,60.263,0,0,0,0.081492541,0,0,0,0,0,0,0,0.010865672,0.110467667,0,0,0,0,0,0,0.871064716,0,0,0,0,0,0,0,0,0,0,0.342268672,0,0,0,0,0,0,0,0,0,0,0.550527388,0,0,0,0.391164197,0.481711465,0.449114448,0.336835836,0.347701508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_ethylnaphthalene,-2.4,-4.61,19.94,-18.33,1.61,-4.48,2.56,380.5,189.8,209.8,176,195.64,102.943,0,0,0,0.229956772,0.053213137,0.083620644,0.026606569,0,0,0,0,0.231857241,0.228056303,0.229956772,0.125430967,0.229956772,0.16534082,0.079819706,0.062715483,0,0,0,0,0,0,0,0,0,0,0,0.623353895,0.467515421,0.414302284,0.30597554,0,0,0,0,0,0,0,0.551136066,0,0,0,0.56443935,0.509325743,0.233757711,0.549235596,0.402899469,0.345885393,0.600548265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_iodobutane,-0.25,-1.83,16.17,-13.76,2.41,-2.46,2.38,298.8,123.6,150.9,112.8,139.794,76.009,0,0,0,0.084602139,0,0,0,0,0,0,0,0.005517531,0,0.084602139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489221066,0,0,0,0,0,0,0,0,0,0,0.623480983,0,0,0,0.485542712,0.297946664,0.365996211,0.318177611,0.301625018,0.263002302,0.134259917,1.160520649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_iodoheptane,0.27,-1.8,22.85,-19.86,2.99,-2.42,2.6,397.2,189.5,220.3,171.1,200.906,97.062,0,0,0,0.111773135,0,0,0,0,0,0,0,0.004139746,0,0,0,0,0.091074406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529887453,0.204917414,0.337389277,0.366367497,0.389136099,0.403625209,0.304271311,0,0,0,0,0.563005419,0,0,0,0.620961859,0.389136099,0.36843737,0.256664235,0.291852074,0.2670136,0.269083472,1.306089778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_iodohexane,0.08,-1.81,19.81,-17.34,2.47,-2.41,2.53,364.5,167.5,197.2,151.7,180.673,94.278,0,0,0,0.116899521,0,0,0,0,0,0,0,0.005749157,0,0,0,0.103484821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515507722,0.352614947,0.344949405,0.302788922,0.283625066,0,0,0,0,0,0,0.613243387,0,0,0,0.47718001,0.396691816,0.390942659,0.26446121,0.293206994,0.285541452,0.32961832,1.21498846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_iodopentane,-0.14,-1.82,18.22,-15.74,2.48,-2.43,2.45,332.1,145.7,174.4,132.2,160.505,84.72,0,0,0,0.102304887,0,0,0,0,0,0,0,0.00378907,0,0,0.083359537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479317339,0.320176405,0.32207094,0,0,0,0,0,0,0,0,0.623301995,0,0,0,0.486895479,0.388379662,0.329649079,0.227344193,0.274707566,0.344805359,0.30691466,1.195451546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_iodopropane,-0.53,-1.87,14.03,-12.16,1.87,-2.47,2.3,266.3,101.7,127.9,93.4,119.658,71.886,0,0,0,0.091550371,0,0,0,0,0,0,0,0.003329104,0.078233954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532656706,0,0,0,0,0,0,0,0,0,0,0.457751857,0,0,0,0.4527582,0.327916785,0.431119022,0.216391787,0.249682831,0,0,1.050332443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,0,0,i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_methyl_imidazole,-8.41,-7.06,12.67,-11.94,0.73,-7.55,2.27,252.9,91.9,116.4,85.9,111.023,70.451,0,0,0,0.29626725,0,0,0,0,0,0,0,0.272628905,0.255294119,0.280508353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579927382,0,0,0,0,0,0,0,0,0,0,0.453856212,0,0,0,0.324633263,0.408155413,0.356151055,0.307298477,0,0,0,0,0,0.469615108,0.04097313,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,0,0,0,0,0,n-sp2,n-sp3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0
1_methyl_pyrrole,-2.89,-3.9,13.03,-11.72,1.31,-4.13,2.3,263.8,98.1,123.1,91.3,117.505,74.349,0,0,0,0.230745941,0,0,0,0,0,0,0,0.227585038,0.252872265,0.214941425,0.278159491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635341565,0,0,0,0,0,0,0,0,0,0,0.616376145,0,0,0,0.437785108,0.387210655,0.278159491,0.445687366,0.440946011,0,0,0,0,0.03793084,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,0,0,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1_methylcyclohexene,0.67,-0.66,16.24,-14.25,1.99,-0.72,2.41,312.1,140.7,163.6,128.2,150.752,77.201,0,0,0,0.173792153,0,0,0,0,0,0,0,0.060534345,0.017574487,0.005858162,0.011716325,0.011716325,0.216752011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445220347,0.492085647,0.538950946,0.54676183,0,0,0,0,0,0,0,0.531140063,0,0,0,0.505754692,0.378827839,0.31048261,0.492085647,0.421787697,0.54676183,0.400307768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_methylnaphthalene,-2.44,-4.52,18.94,-17.66,1.28,-4.58,2.5,352.3,166.7,187.1,155.9,177.365,99.004,0,0,0,0.216770686,0.071659731,0.10390661,0,0,0,0,0,0.218562179,0.214979193,0.216770686,0.184523807,0.216770686,0.171983354,0.075242717,0.075242717,0,0,0,0,0,0,0,0,0,0,0,0.587609794,0.277681457,0,0,0,0,0,0,0,0,0,0.519533049,0,0,0,0.532073502,0.480120197,0.304553856,0.517741556,0.431749879,0.582235314,0.524907529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp3,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1_naphthol,-7.67,-8.31,18.12,-17.32,0.8,-10.8,2.46,333.3,152.4,173.4,143,164.815,95.609,0,0,0,0.208585123,0.103430639,0,0,0,0,0,0,0.210308967,0.206861279,0.208585123,0.191346683,0.208585123,0.210308967,0.072401448,0.072401448,0,0,0,0,0,0,0,0,0,0,0,0.565420829,0,0,0,0,0,0,0,0,0,0,0.499914757,0,0,0,0.511981665,0.461990189,0.415446401,0.498190913,0.534391637,0,0,0,0,0,0,0.641269964,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp2,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1_naphthylamine,-7.28,-8.63,18.46,-17.59,0.87,-10.08,2.46,335.9,154.8,175.3,145.3,166.7,96.67,0,0,0,0.208655219,0.086221165,0,0,0,0,0,0,0.210379642,0.206930795,0.208655219,0.186237716,0.208655219,0.208655219,0.072425778,0.072425778,0,0,0,0,0,0,0,0,0,0,0,0.565610841,0,0,0,0,0,0,0,0,0,0,0.500082756,0,0,0,0.512153719,0.462145443,0.398341781,0.498358332,0.486287369,0,0,0,0,0.694942588,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp2,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1_nitrobutane,-3.09,-2.43,15.88,-14.96,0.92,-2.94,2.38,301,124.1,153.3,112.2,140.857,70.918,0,0,0,0.091364985,0,0,0,0,0,0,0,0.005958586,0,0.095337376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506479808,0,0,0,0,0,0,0,0,0,0,0.635582504,0,0,0,0.568051863,0.425045799,0.411142432,0.264163978,0.24231583,0.268136369,0.311832666,0,0,0.087392594,0,0.812353888,0.778588567,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,o-sp2-n,o-sp2-n,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0
1_nitropentane,-2.82,-2.4,17.89,-16.78,1.11,-2.91,2.45,333.2,145.9,176.1,131.6,160.784,75.503,0,0,0,0.100086725,0,0,0,0,0,0,0,0.006388514,0,0,0.10221623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557930254,0.396087891,0.242763546,0,0,0,0,0,0,0,0,0.532376197,0,0,0,0.709125094,0.362015814,0.396087891,0.327943737,0.238504536,0.221468498,0.304519185,0,0,0.093698211,0,0.866708449,0.85819043,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,o-sp2-n,o-sp2-n,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0
