1112_tetrachloroethane,-1.28,276.91,114.018,128.988,1.54,-1.43,0.11
112_trichloro_122_trifluoroethane,1.77,279.188,118.715,131.155,1.85,-0.32,1.53
112_trichloroethane,-1.99,256.406,97.299,115.382,1.51,-2.01,-0.5
1122_tetrachloroethane,-2.47,276.123,112.201,128.145,1.47,-1.88,-0.41
12_diacetoxyethane,-6.34,377.017,157.814,185.382,1.61,-9.93,-8.32
12_dibromoethane,-2.33,249.933,89.252,110.39,1.79,-1.6,0.19
12_dichlorobenzene,-1.36,298.853,125.448,143.068,1.32,-1.96,-0.64
12_dichloroethane,-1.79,236.485,82.34,102.561,1.63,-2.15,-0.52
12_dichloropropane,-1.27,265.653,105.604,121.862,1.93,-2.13,-0.2
12_diethoxyethane,-3.54,373.794,155.082,182.299,2.39,-5.47,-3.08
12_dimethoxyethane,-4.84,293.196,109.378,134.306,1.93,-5.29,-3.36
12_ethanediol,-9.3,211.193,65.376,86.78,1.09,-8.71,-7.62
123_trichlorobenzene,-1.24,317.528,139.646,155.598,1.29,-1.67,-0.38
123_trimethylbenzene,-1.21,339.295,159.616,171.228,2.14,-2.79,-0.65
1234_tetrachlorobenzene,-1.34,336.145,153.831,168.099,0.93,-1.25,-0.32
1235_tetrachlorobenzene,-1.62,339.066,153.867,169.125,0.9,-0.92,-0.02
124_trichlorobenzene,-1.12,320.495,139.721,156.67,1.17,-1.35,-0.18
124_trimethylbenzene,-0.86,348.176,161.397,175.132,2.39,-2.75,-0.36
1245_tetrachlorobenzene,-1.34,339.328,153.922,169.259,1.22,-0.97,0.25
13_dichlorobenzene,-0.98,301.567,125.472,144.019,1.61,-1.6,0.01
13_dichloropropane,-1.89,266.145,104.688,121.689,1.8,-2.18,-0.38
13_dimethylnaphthalene,-2.47,384.914,188.436,199.892,1.71,-4.5,-2.79
135_trichlorobenzene,-0.78,323.146,139.718,157.582,1.41,-0.96,0.45
135_trimethylbenzene,-0.9,356.099,162.34,178.729,2.77,-2.73,0.04
14_dichlorobenzene,-1.01,301.584,125.475,144.019,1.53,-1.63,-0.1
14_dichlorobutane,-2.32,297.771,126.011,141.619,2.11,-2.38,-0.27
14_dimethyl_piperazine,-7.58,320.414,146.012,157.01,0.8,-8.2,-7.4
14_dimethylnaphthalene,-2.82,378.161,186.636,196.656,1.21,-4.5,-3.29
14_dioxane,-5.06,253.03,96.389,113.618,0.36,-4.71,-4.35
2_bromo_2_methylpropane,0.84,279.174,120.138,131.718,2.14,-1.25,0.89
2_bromopropane,-0.48,254.608,96.846,114.679,2.13,-1.16,0.97
2_butoxyethanol,-6.25,358.689,154.227,176.049,1.87,-5.94,-4.07
2_chloro_111_trimethoxyethane,-4.59,329.994,156.443,163.835,2.1,-5.4,-3.3
2_chloro_2_methylpropane,1.09,274.434,116.295,128.63,2.26,-1.44,0.82
2_chloroaniline,-4.91,290.465,119.546,137.641,1.08,-6.04,-4.96
2_chlorobutane,0,279.072,114.829,130.477,2.56,-1.35,1.21
2_chlorophenol,-4.55,287.566,117.083,135.626,1.28,-4.51,-3.23
2_chloropropane,-0.25,249.597,93.205,111.495,2.22,-1.4,0.82
2_chloropyridine,-4.39,271.707,105.163,124.862,1.49,-4.85,-3.36
2_chlorotoluene,-1.14,307.339,132.742,149.018,1.67,-2.18,-0.51
2_ethoxyethanol,-6.69,292.494,110.223,134.537,1.64,-6.41,-4.77
2_ethylpyrazine,-5.45,305.859,129.298,146.478,1.26,-6.94,-5.68
2_ethylpyridine,-4.33,315.525,135.536,152.557,1.75,-4.96,-3.21
2_ethyltoluene,-1.04,340.861,161.034,171.956,2.19,-2.85,-0.66
2_fluorophenol,-5.29,275.832,109.048,128.159,1.65,-4.89,-3.24
2_iodophenol,-6.2,301.299,126.841,144.396,1.02,-3.93,-2.91
2_iodopropane,-0.46,263.006,103.287,120.101,2.26,-1.97,0.29
2_isobutylpyrazine,-5.04,348.52,172.355,176.287,1.71,-6.81,-5.1
2_methoxy_111_trimethoxyethane,-5.73,365.709,170.416,182.752,1.64,-7.61,-5.97
2_methoxyaniline,-6.12,314.217,134.713,152.223,1.16,-7.69,-6.53
2_methoxyethanamine,-6.55,256.603,89.97,113.253,1.42,-7.04,-5.62
2_methoxyethanol,-6.76,251.521,87.388,110.537,1.55,-6.92,-5.37
2_methoxyphenol,-5.57,311.73,132.27,150.395,1.26,-6,-4.74
2_methyl_but_2_ene,1.31,281.581,110.543,131.193,2.94,-0.56,2.38
2_methylbut_2_ene,1.31,281.581,110.543,131.193,2.83,-0.55,2.28
2_methylbuta_13_diene,0.68,265.22,101.448,121.176,2.93,-1.12,1.81
2_methylbutan_1_ol,-4.42,291.255,126.657,138.863,2.1,-4.88,-2.78
2_methylbutan_2_ol,-4.43,291.066,129.173,139.314,2.21,-5.17,-2.96
2_methylbutane,2.38,281.312,121.501,133.021,2.51,0.01,2.52
2_methylhexane,2.93,346.182,165.124,173.737,2.99,0.01,3
2_methylpent_1_ene,1.47,310.494,134.357,150.049,3.15,-0.4,2.75
2_methylpentan_2_ol,-3.92,323.413,150.935,159.627,2.34,-5.13,-2.79
2_methylpentan_3_ol,-3.88,322.177,149.668,158.947,2.56,-4.75,-2.19
2_methylpentane,2.51,317.786,144.199,155.519,2.77,0.01,2.78
2_methylpropan_1_ol,-4.5,264.042,105.456,121.369,2.06,-5.02,-2.96
2_methylpropan_2_ol,-4.47,264.779,107.722,122.215,2.22,-5.31,-3.09
2_methylpropane,2.32,258.324,101.53,117.832,2.73,0.01,2.74
2_methylpropene,1.16,249.174,90.464,111.26,2.79,-0.45,2.34
2_methylpyrazine,-5.51,273.893,106.398,126.176,0.89,-6.99,-6.1
2_methylpyridine,-4.63,283.654,112.58,132.296,1.54,-4.95,-3.41
2_methyltetrahydrofuran,-3.3,276.883,114.042,129.106,1.44,-3.39,-1.95
2_methylthiophene,-1.38,274.043,106.225,126.033,1.68,-1.9,-0.22
2_naphthol,-8.11,335.447,152.627,167.648,0.82,-8.7,-7.88
2_naphthylamine,-7.47,338.799,155.155,169.847,0.96,-8.83,-7.87
2_nitroaniline,-7.37,300.796,127.686,145.086,-0.12,-7.84,-7.96
2_nitrophenol,-4.58,298.415,125.431,143.354,0.06,-5.4,-5.34
2_nitropropane,-3.13,263.625,102.764,120.078,0.93,-2.54,-1.61
2_nitrotoluene,-3.58,315.925,139.647,155.077,0.65,-3.79,-3.14
2_phenylethanol,-6.79,329.286,145.643,161.719,1.72,-7.05,-5.33
2_propoxyethanol,-6.4,326.14,132.31,155.58,1.93,-6.14,-4.21
22_dimethylbutane,2.51,303.649,143.457,148.567,2.52,0.01,2.53
22_dimethylpentane,2.88,336.443,165.883,169.205,2.89,0.01,2.9
22_dimethylpropane,2.51,280.246,123.162,133.219,2.59,0.01,2.6
222_trifluoroethanol,-4.31,229.211,79.157,98.577,2.1,-6.05,-3.95
224_trimethylpentane,2.89,349.4,183.144,179.097,2.91,0.02,2.93
225_trimethylhexane,2.93,384.203,207.691,200.958,2.86,0,2.86
23_dimethylbuta_13_diene,0.4,291.212,122.422,138.797,2.8,-1.11,1.69
23_dimethylbutane,2.34,305.106,143.785,149.491,2.68,0.01,2.69
23_dimethylnaphthalene,-2.78,383.261,189.091,199.448,1.84,-4.43,-2.59
23_dimethylpentane,2.52,331.943,164.661,166.805,2.66,0,2.66
23_dimethylphenol,-6.16,322.581,143.822,158.975,1.82,-6.49,-4.67
23_dimethylpyridine,-4.82,309.349,132.182,149.436,1.52,-4.79,-3.27
234_trimethylpentane,2.56,351.696,186.149,181.039,2.85,0.01,2.86
24_dimethylpentan_3_one,-2.74,343.719,169.383,173.304,2.66,-5.13,-2.47
24_dimethylpentane,2.83,327.76,161.51,164.054,2.89,0,2.89
24_dimethylphenol,-6.01,329.954,146.311,162.775,1.93,-6.48,-4.55
24_dimethylpyridine,-4.86,316.503,134.425,153.024,1.76,-4.94,-3.18
25_dimethylphenol,-5.91,329.956,145.981,162.684,1.58,-5.97,-4.39
25_dimethylpyridine,-4.72,317.418,134.861,153.398,1.93,-4.76,-2.83
25_dimethyltetrahydrofuran,-2.92,313.135,139.016,151.271,1.63,-3.52,-1.89
26_dimethylaniline,-5.21,328.955,147.988,163.033,1.64,-6.51,-4.87
26_dimethylnaphthalene,-2.63,391.719,190.351,203.224,1.77,-4.42,-2.65
26_dimethylphenol,-5.26,327.251,145.797,161.601,1.69,-5.78,-4.09
26_dimethylpyridine,-4.59,319.709,134.922,154.315,1.79,-5.15,-3.36
3_acetylpyridine,-8.26,309.537,132.725,149.713,0.94,-8.04,-7.1
3_chloroaniline,-5.82,292.343,119.652,138.336,1.04,-6.41,-5.37
3_chlorophenol,-6.62,288.968,117.114,136.119,1.1,-6.38,-5.28
3_chloroprop_1_ene,-0.57,239.478,80.97,103.544,2.36,-1.48,0.88
3_chloropyridine,-4.01,269.883,104.82,124.091,1.28,-3.78,-2.5
3_cyanophenol,-9.65,301.943,122.481,142.937,1.12,-8.16,-7.04
3_cyanopyridine,-6.75,282.923,110.176,130.916,1.13,-5.79,-4.66
3_ethylphenol,-6.25,330.637,147.57,162.905,1.89,-6.91,-5.02
3_ethylpyridine,-4.59,312.118,135.464,151.196,1.63,-4.59,-2.96
3_formylpyridine,-7.1,278.491,110.871,129.957,0.58,-8.22,-7.64
3_hydroxybenzaldehyde,-9.5,297.156,122.998,141.76,0.94,-10.18,-9.24
3_methoxyaniline,-7.29,312.767,131.569,150.472,0.99,-8.44,-7.45
3_methoxyphenol,-7.66,309.409,129.039,148.271,1.07,-8.1,-7.03
3_methyl_1h_indole,-5.88,332.073,148.598,164.365,0.98,-7.53,-6.55
3_methyl_but_1_ene,1.83,281.431,113.592,130.863,3.13,-0.33,2.8
3_methylbut_1_ene,1.82,281.431,113.592,130.863,3.01,-0.34,2.67
3_methylbutan_1_ol,-4.42,289.453,125.924,137.908,2.23,-5.15,-2.92
3_methylbutan_2_one,-3.24,290.126,122.976,137.769,2.41,-5.34,-2.93
3_methylbutanoic_acid,-6.09,294.6,128.568,140.804,1.48,-6.99,-5.51
3_methylheptane,2.97,377.982,187.33,193.843,3.28,0.01,3.29
3_methylhexane,2.71,340.513,165.97,170.809,2.76,0,2.76
3_methylpentane,2.51,313.344,144.493,153.269,2.72,0,2.72
3_methylpyridine,-4.77,281.265,112.511,131.356,1.37,-4.56,-3.19
3_nitroaniline,-8.84,304.941,128.571,146.902,-0.24,-8,-8.24
3_nitrophenol,-9.62,301.597,126.058,144.714,-0.21,-7.45,-7.66
3_nitrotoluene,-3.45,325.3,141.983,159.66,0.35,-3.51,-3.16
3_phenylpropanol,-6.92,361.332,167.573,181.949,1.88,-7.38,-5.5
33_dimethylbutan_2_one,-3.11,306.564,143.675,150.215,2.27,-5.18,-2.91
33_dimethylpentane,2.56,326.547,164.866,163.996,2.52,0.01,2.53
333_trimethoxypropionitrile,-6.4,350.975,161.645,174.111,1.95,-6.88,-4.93
34_dimethylphenol,-6.5,322.941,145.187,159.879,1.53,-6.86,-5.33
34_dimethylpyridine,-5.22,304.851,133.309,148.302,1.41,-4.59,-3.18
35_dimethylphenol,-6.27,332.564,146.464,163.801,1.89,-7.01,-5.12
35_dimethylpyridine,-4.84,314.707,134.425,152.345,1.53,-4.47,-2.94
4_acetylpyridine,-7.62,308.555,132.446,149.223,0.75,-8.38,-7.63
4_bromophenol,-7.13,294.659,120.747,139.622,1.12,-6.59,-5.47
4_bromotoluene,-1.39,318.27,136.648,154.584,2.24,-2.2,0.04
4_chloro_3_methylphenol,-6.79,316.388,138.648,154.707,1.48,-6.38,-4.9
4_chloroaniline,-5.9,292.377,119.655,138.346,1.19,-6.47,-5.28
4_chlorophenol,-7.03,289.016,117.131,136.138,1.17,-6.53,-5.36
4_cyanophenol,-10.17,301.955,122.483,142.941,1.11,-8.72,-7.61
4_cyanopyridine,-6.02,282.604,110.172,130.794,1.02,-5.99,-4.97
4_ethylphenol,-6.13,330.65,147.582,162.916,1.99,-7.07,-5.08
4_ethylpyridine,-4.73,311.412,135.346,150.864,1.85,-4.72,-2.87
4_ethyltoluene,-0.95,354.284,163.486,177.886,2.73,-2.78,-0.05
4_fluorophenol,-6.19,276.711,109.146,128.488,1.52,-6.51,-4.99
4_formylpyridine,-7,277.901,110.756,129.7,0.82,-8.13,-7.31
4_hydroxybenzaldehyde,-8.83,297.183,123.009,141.779,0.85,-10.85,-10
4_isopropyltoluene,-0.68,379.198,184.626,194.305,2.73,-2.53,0.2
4_methoxyacetophenone,-4.4,360.839,165.047,181.345,1.6,-7.89,-6.29
4_methoxyaniline,-7.48,312.794,131.682,150.509,1.17,-8.09,-6.92
4_methyl_1h_imidazole,-10.27,253.336,91.827,112.71,0.86,-8.85,-7.99
4_methylacetophenone,-4.7,351.406,160.561,176.25,1.88,-6.7,-4.82
4_methylbenzaldehyde,-4.27,320.767,138.906,156.74,1.53,-6.43,-4.9
4_methylpentan_2_ol,-3.73,317.694,147.935,156.225,2.35,-5.1,-2.75
4_methylpentan_2_one,-3.05,319.548,145.443,156.473,2.32,-5.28,-2.96
4_methylpyridine,-4.93,280.724,112.394,131.097,1.32,-4.73,-3.41
4_n_propylphenol,-5.9,363.173,169.492,183.367,1.46,-6.96,-5.5
4_nitroaniline,-10.27,304.991,128.596,146.935,-0.2,-9.03,-9.23
4_nitrophenol,-10.64,301.622,126.07,144.729,-0.18,-8.04,-8.22
4_tert_butylphenol,-5.91,370.182,188.306,190.992,1.67,-7.21,-5.54
acenaphthene,-3.15,362.704,176.303,186.752,1.38,-4.89,-3.51
acetaldehyde,-3.5,197.155,56.097,78.119,1.79,-5.18,-3.39
acetic_acid,-6.69,206.974,62.287,84.169,1.12,-7.07,-5.95
acetonitrile,-3.88,196.671,55.233,77.517,2.1,-3.77,-1.67
acetophenone,-4.58,318.739,138.738,155.577,1.6,-6.67,-5.07
alpha_methylstyrene,-1.24,333.971,150.542,165.811,2.27,-3.53,-1.26
aniline,-5.49,270.69,105.376,124.737,1.08,-7,-5.92
anisole,-2.45,300.364,123.24,142.611,1.68,-3.98,-2.3
anthracene,-3.95,394.38,196.432,206.987,0.58,-5.97,-5.39
azetidine,-5.56,222.511,74.247,94.163,1.68,-5.09,-3.41
benzaldehyde,-4.02,288.108,117.083,136.073,1.37,-6.36,-4.99
benzamide,-11,298.765,125.016,143.082,0.78,-10.97,-10.19
benzene,-0.86,258.247,96.931,116.824,2,-2.7,-0.7
benzonitrile,-4.21,292.897,116.563,137.232,1.39,-4.13,-2.74
benzotrifluoride,-0.25,313.098,136.29,152.201,2.47,-3.02,-0.55
benzyl_alcohol,-6.62,297.859,123.209,141.556,1.53,-6.94,-5.41
benzyl_bromide,-2.38,315.436,135.567,152.582,1.99,-3.13,-1.14
benzyl_chloride,-1.93,310.288,131.892,149.333,1.81,-3.37,-1.56
biphenyl,-2.66,385.763,182.145,196.635,1.58,-4.97,-3.39
bis_2_chloroethyl__ether,-4.23,319.585,132.645,153.911,1.92,-3.78,-1.86
bromobenzene,-1.46,285.569,114.82,133.911,1.83,-2.2,-0.37
bromoethane,-0.74,223.737,73.423,94.502,1.94,-1.01,0.93
bromomethane,-0.82,185.151,50.263,71.333,1.98,-0.89,1.09
bromotrifluoromethane,1.79,217.931,71.176,91.582,2.41,-0.38,2.03
but_1_ene,1.38,252.062,91.584,111.921,2.85,-0.37,2.48
but_1_yne,-0.16,244.78,82.398,105.699,2.79,-0.86,1.93
buta_13_diene,0.61,237.811,79.837,102.736,2.89,-0.96,1.93
butan_1_ol,-4.72,271.395,105.475,124.598,1.98,-5.12,-3.14
butan_2_ol,-4.62,269.418,106.472,123.939,2.08,-5.2,-3.12
butanenitrile,-3.64,266.22,99.159,120.126,2.16,-3.57,-1.41
butanoic_acid,-6.35,273.264,106.466,125.545,1.46,-6.92,-5.46
butanone,-3.71,263.43,100.261,119.519,2.08,-5.05,-2.97
butyraldehyde,-3.18,263.43,100.261,119.519,2.06,-5.07,-3.01
chlorobenzene,-1.12,279.946,111.214,130.44,1.53,-2.13,-0.6
chlorodifluoromethane,-0.5,199.686,59.164,80.184,2.28,-2.32,-0.04
chloroethane,-0.63,218.254,69.87,91.144,2.04,-1.26,0.78
chloroethylene,-0.59,204.145,60.557,82.41,2.28,-1.06,1.22
chlorofluoromethane,-0.77,188.298,52.117,73.237,2.03,-2.25,-0.22
chloromethane,-0.55,179.012,46.771,67.72,1.95,-1.14,0.81
cis_12_dimethylcyclohexane,1.58,332.666,171.621,167.95,2.03,0.02,2.05
cyanobenzene,-4.1,292.897,116.563,137.232,1.76,-4.14,-2.38
cyclohepta_135_triene,-0.99,286.877,118.257,135.76,2.12,-1.97,0.15
cycloheptanol,-5.48,316.841,155.129,157.08,0.99,-5.14,-4.15
cyclohexane,1.23,289.369,129.812,138.078,1.66,0.01,1.67
cyclohexanol,-5.46,296.432,135.002,142.662,1.02,-5.28,-4.26
cyclohexanone,-4.91,292.118,128.726,139.452,1.3,-5.14,-3.84
cyclohexene,0.37,282.327,119.104,132.867,2.09,-0.53,1.56
cyclohexylamine,-4.59,296.579,137.056,143.094,1.14,-5.08,-3.94
cyclopentane,1.2,266.214,108.08,122.565,1.52,0.01,1.53
cyclopentanol,-5.49,272.062,112.94,126.515,1.12,-5.27,-4.15
cyclopentanone,-4.7,268.791,107.356,123.495,1.14,-4.85,-3.71
cyclopentene,0.56,257.094,97.21,115.787,1.96,-0.58,1.38
cyclopropane,0.75,213.366,67.591,88.377,2.67,-0.03,2.64
decan_1_ol,-3.64,467.481,237.048,247.704,2.67,-5.16,-2.49
decan_2_one,-2.34,460.539,231.96,243.423,3.28,-5.26,-1.98
di_isopropyl_sulfide,-1.21,340.531,161.221,169.931,2.66,-2.56,0.1
di_n_butyl_ether,-0.83,418.944,194.377,213.894,3.24,-2.65,0.59
di_n_butylamine,-3.24,419.934,196.71,214.998,3.08,-4.71,-1.63
di_n_propyl_ether,-1.16,353.833,150.526,172.952,2.88,-2.67,0.21
di_n_propyl_sulfide,-1.28,365.272,162.406,181.48,2.64,-2.15,0.49
di_n_propylamine,-3.65,354.875,152.919,174.118,2.5,-4.76,-2.26
dibromomethane,-1.96,214.911,67.416,88.955,1.97,-1.1,0.87
dichloromethane,-1.31,202.647,60.29,81.698,1.83,-1.6,0.23
diethoxymethoxybenzene,-5.23,467.804,230.568,245.56,2.75,-7.19,-4.44
diethyl_disulfide,-1.64,331.47,139.46,159.964,2.44,-2.51,-0.07
diethyl_ether,-1.59,286.484,106.323,130.844,2.32,-3.02,-0.7
diethyl_malonate,-6,412.802,179.485,206.048,1.82,-8.27,-6.45
diethyl_succinate,-5.71,446.509,202.123,226.724,1.85,-10.32,-8.47
diethyl_sulfide,-1.46,298.612,118.306,139.708,2.39,-2.18,0.21
diethylamine,-4.07,288.203,108.828,132.34,2.21,-4.93,-2.72
diiodomethane,-2.49,231.811,79.267,99.609,1.56,-2.3,-0.74
diisopropyl_ether,-0.53,332.979,154.208,165.185,2.9,-3.01,-0.11
diisopropylamine,-3.22,332.484,152.513,163.773,2.63,-4.6,-1.97
dimethoxymethane,-2.93,247.117,88.831,109.308,1.64,-4.33,-2.69
dimethyl_disulfide,-1.83,254.52,93.425,113.825,2.2,-0.72,1.48
dimethyl_ether,-1.91,205.551,60.487,82.848,1.85,-2.7,-0.85
dimethyl_sulfate,-5.1,284.998,107.529,130.54,0.28,-8.13,-7.85
dimethyl_sulfide,-1.61,222.004,72.077,93.406,1.96,-1.7,0.26
dimethyl_sulfone,-10.08,244.469,87.1,107.886,0.85,-11.21,-10.36
dimethyl_sulfoxide,-8.71,233.396,79.572,100.698,1.36,-9.68,-8.32
dimethylamine,-4.29,208.333,62.716,84.771,1.61,-4.72,-3.11
E_12_dichloroethene,-0.78,228.529,74.135,96.709,2.07,-0.87,1.2
E_but_2_enal,-4.22,254.526,88.92,112.438,2.16,-5.82,-3.66
E_hept_2_ene,1.68,357.173,156.578,176.218,3.26,-0.43,2.83
E_hex_2_enal,-3.68,321.717,133.251,154.19,2.26,-5.48,-3.22
E_oct_2_enal,-3.43,387.385,177.301,195.37,2.9,-5.37,-2.47
ethanamide,-9.71,210.575,64.587,86.375,1.32,-9.94,-8.62
ethane,1.83,198.684,57.584,79.18,2.58,0,2.58
ethanethiol,-1.14,220.848,71.766,92.8,2.09,-2.49,-0.4
ethanol,-5,205.146,61.455,83.075,1.75,-5.2,-3.45
ethene,1.28,180.241,47.07,68.343,2.66,-0.3,2.36
ethyl_acetate,-2.94,289.174,107.623,132.173,1.91,-5.14,-3.23
ethyl_benzoate,-3.64,374.334,169.243,188.693,1.65,-6.33,-4.68
ethyl_butanoate,-2.49,355.11,151.736,173.413,2.35,-5.39,-3.04
ethyl_formate,-2.56,247.968,84.967,108.071,1.53,-4.52,-2.99
ethyl_hexanoate,-2.23,420.628,195.656,214.512,2.63,-5.43,-2.8
ethyl_pentanoate,-2.49,387.636,173.632,193.868,2.38,-5.47,-3.09
ethyl_phenyl_ether,-2.22,341.99,147.376,167.399,2.11,-4.12,-2.01
ethyl_propanoate,-2.68,322.492,129.824,152.9,2.12,-5.51,-3.39
ethylamine,-4.5,208.924,64.032,85.468,1.86,-5,-3.14
ethylbenzene,-0.79,321.578,141.659,157.213,2.17,-2.76,-0.59
fluorene,-3.35,383.08,188.239,199.106,1.02,-5.31,-4.29
fluorobenzene,-0.8,267.622,103.216,122.778,2.03,-2.1,-0.07
fluoromethane,-0.22,163.953,38.713,59.041,2.4,-1.61,0.79
formaldehyde,-2.75,154.387,34.059,53.7,1.65,-4.87,-3.22
halothane,-0.11,265.248,105.683,121.624,2.29,-1.59,0.7
hept_1_ene,1.66,351.527,156.979,174.016,3.3,-0.33,2.97
hept_1_yne,0.6,342.402,148.118,167.073,3.08,-0.8,2.28
heptan_1_ol,-4.21,369.714,171.346,186.301,2.37,-5.09,-2.72
heptan_2_one,-3.04,363.544,166.471,182.236,2.5,-5.3,-2.8
heptan_4_one,-2.92,363.638,166.567,182.311,2.51,-5.19,-2.68
heptanal,-2.67,360.626,165.723,180.616,2.43,-5.06,-2.63
hex_1_ene,1.58,318.441,134.868,153.326,2.92,-0.33,2.59
hex_1_yne,0.29,309.863,126.22,146.614,2.91,-0.81,2.1
hexa_15_diene,1.01,302.821,126.366,143.386,3.09,-0.65,2.44
hexafluoropropene,-3.76,268.204,105.137,123.239,3.46,-1.17,2.29
hexan_1_ol,-4.4,337.239,149.522,165.859,2.05,-5.08,-3.03
hexan_2_one,-3.28,330.491,144.464,161.667,2.51,-5.28,-2.77
hexan_3_ol,-4.06,329.927,149.463,162.393,2.33,-4.96,-2.63
hexanal,-2.81,329.01,144.178,160.64,2.13,-5.09,-2.96
hexanoic_acid,-6.21,339.767,150.716,167.149,1.85,-6.93,-5.08
hydrazine,-9.3,146.524,31.525,49.905,1.26,-8.36,-7.1
hydrogen_sulfide,-0.7,131.985,25.879,42.371,1.88,-3.05,-1.17
imidazole,-9.63,214.384,69.177,89.383,0.64,-8.49,-7.85
indane,-1.46,327.494,148.518,161.815,1.27,-2.97,-1.7
iodobenzene,-1.74,294.075,120.876,139.318,1.77,-2.11,-0.34
iodoethane,-0.74,232.852,79.617,100.192,1.83,-1.93,-0.1
iodomethane,-0.89,195.091,56.183,77.216,1.93,-1.9,0.03
isoamyl_acetate,-2.21,373.424,172.055,186.971,2.39,-5.44,-3.05
isoamyl_formate,-2.13,332.195,149.424,162.87,1.78,-5.17,-3.39
isobutyl_acetate,-2.36,345.575,152.422,170.608,2.43,-5.23,-2.8
isobutyl_formate,-2.22,306.887,128.985,146.405,1.79,-5,-3.21
isobutyl_isobutanoate,-1.69,404.415,197.754,209.592,2.74,-5.29,-2.55
isobutylbenzene,0.16,362.185,184.243,185.876,2.66,-2.66,0
isobutyraldehyde,-2.86,258.896,100.405,117.614,2.05,-4.98,-2.93
isoflurane,0.1,304.821,129.183,145.586,2.83,-4.21,-1.38
isopropyl_acetate,-2.64,309.52,131.108,148.332,2.23,-5.15,-2.92
isopropyl_formate,-2.02,272.693,107.238,125.439,1.73,-4.37,-2.64
isopropylbenzene,-0.3,345.014,162.476,173.152,2.55,-2.86,-0.31
m_bis_trifluoromethyl__benzene,1.07,347.421,170.991,177.957,2.61,-4.19,-1.58
m_cresol,-5.49,299.884,124.657,143.151,1.66,-6.94,-5.28
m_xylene,-0.83,323.451,140.542,158.102,2.54,-2.71,-0.17
methane,1.99,158.381,35.792,55.847,2.54,0,2.54
methanesulfonyl_chloride,-4.87,239.715,83.236,104.677,0.52,-6.85,-6.33
methanethiol,-1.24,181.997,48.605,69.525,1.99,-2.25,-0.26
methanol,-5.1,164.251,38.59,59.091,1.67,-5.15,-3.48
methoxyflurane,-1.12,295.683,123.836,139.884,1.78,-2.49,-0.71
