2_methyltetrahydrofuran,-3.3,276.883,114.042,-1.95,-3.39,1.44
2_methylthiophene,-1.38,274.043,106.225,-0.22,-1.9,1.68
2_naphthol,-8.11,335.447,152.627,-7.88,-8.7,0.82
2_naphthylamine,-7.47,338.799,155.155,-7.87,-8.83,0.96
2_nitroaniline,-7.37,300.796,127.686,-7.72,-7.84,0.12
2_nitrophenol,-4.58,298.415,125.431,-5.34,-5.4,0.06
2_nitropropane,-3.13,263.625,102.764,-1.61,-2.54,0.93
2_nitrotoluene,-3.58,315.925,139.647,-3.14,-3.79,0.65
2_phenylethanol,-6.79,329.286,145.643,-5.33,-7.05,1.72
2_propoxyethanol,-6.4,326.14,132.31,-4.21,-6.14,1.93
22_dimethylbutane,2.51,303.649,143.457,2.53,0.01,2.52
22_dimethylpentane,2.88,336.443,165.883,2.9,0.01,2.89
22_dimethylpropane,2.51,280.246,123.162,2.6,0.01,2.59
222_trifluoroethanol,-4.31,229.211,79.157,-3.95,-6.05,2.1
224_trimethylpentane,2.89,349.4,183.144,2.93,0.02,2.91
225_trimethylhexane,2.93,384.203,207.691,2.86,0,2.86
23_dimethylbuta_13_diene,0.4,291.212,122.422,1.69,-1.11,2.8
23_dimethylbutane,2.34,305.106,143.785,2.69,0.01,2.68
23_dimethylnaphthalene,-2.78,383.261,189.091,-2.59,-4.43,1.84
23_dimethylpentane,2.52,331.943,164.661,2.66,0,2.66
23_dimethylphenol,-6.16,322.581,143.822,-4.67,-6.49,1.82
23_dimethylpyridine,-4.82,309.349,132.182,-3.27,-4.79,1.52
234_trimethylpentane,2.56,351.696,186.149,2.86,0.01,2.85
24_dimethylpentan_3_one,-2.74,343.719,169.383,-2.47,-5.13,2.66
24_dimethylpentane,2.83,327.76,161.51,2.89,0,2.89
24_dimethylphenol,-6.01,329.954,146.311,-4.55,-6.48,1.93
24_dimethylpyridine,-4.86,316.503,134.425,-3.18,-4.94,1.76
25_dimethylphenol,-5.91,329.956,145.981,-4.39,-5.97,1.58
25_dimethylpyridine,-4.72,317.418,134.861,-2.83,-4.76,1.93
25_dimethyltetrahydrofuran,-2.92,313.135,139.016,-1.89,-3.52,1.63
26_dimethylaniline,-5.21,328.955,147.988,-4.87,-6.51,1.64
26_dimethylnaphthalene,-2.63,391.719,190.351,-2.65,-4.42,1.77
26_dimethylphenol,-5.26,327.251,145.797,-4.09,-5.78,1.69
26_dimethylpyridine,-4.59,319.709,134.922,-3.36,-5.15,1.79
3_acetylpyridine,-8.26,309.537,132.725,-7.1,-8.04,0.94
3_chloroaniline,-5.82,292.343,119.652,-5.37,-6.41,1.04
3_chlorophenol,-6.62,288.968,117.114,-5.28,-6.38,1.1
3_chloroprop_1_ene,-0.57,239.478,80.97,0.88,-1.48,2.36
3_chloropyridine,-4.01,269.883,104.82,-2.5,-3.78,1.28
3_cyanophenol,-9.65,301.943,122.481,-7.04,-8.16,1.12
3_cyanopyridine,-6.75,282.923,110.176,-4.66,-5.79,1.13
3_ethylphenol,-6.25,330.637,147.57,-5.02,-6.91,1.89
3_ethylpyridine,-4.59,312.118,135.464,-2.96,-4.59,1.63
3_formylpyridine,-7.1,278.491,110.871,-7.64,-8.22,0.58
3_hydroxybenzaldehyde,-9.5,297.156,122.998,-9.16,-10.1,0.94
3_methoxyaniline,-7.29,312.767,131.569,-7.45,-8.44,0.99
3_methoxyphenol,-7.66,309.409,129.039,-7.03,-8.1,1.07
3_methyl_1h_indole,-5.88,332.073,148.598,-6.55,-7.53,0.98
3_methyl_but_1_ene,1.83,281.431,113.592,2.8,-0.33,3.13
3_methylbut_1_ene,1.82,281.431,113.592,2.67,-0.34,3.01
3_methylbutan_1_ol,-4.42,289.453,125.924,-2.92,-5.15,2.23
3_methylbutan_2_one,-3.24,290.126,122.976,-2.93,-5.34,2.41
3_methylbutanoic_acid,-6.09,294.6,128.568,-5.51,-6.99,1.48
3_methylheptane,2.97,377.982,187.33,3.29,0.01,3.28
3_methylhexane,2.71,340.513,165.97,2.76,0,2.76
3_methylpentane,2.51,313.344,144.493,2.72,0,2.72
3_methylpyridine,-4.77,281.265,112.511,-3.19,-4.56,1.37
3_nitroaniline,-8.84,304.941,128.571,-7.76,-8,0.24
3_nitrophenol,-9.62,301.597,126.058,-7.24,-7.45,0.21
3_nitrotoluene,-3.45,325.3,141.983,-3.16,-3.51,0.35
3_phenylpropanol,-6.92,361.332,167.573,-5.5,-7.38,1.88
33_dimethylbutan_2_one,-3.11,306.564,143.675,-2.91,-5.18,2.27
33_dimethylpentane,2.56,326.547,164.866,2.53,0.01,2.52
333_trimethoxypropionitrile,-6.4,350.975,161.645,-4.93,-6.88,1.95
34_dimethylphenol,-6.5,322.941,145.187,-5.33,-6.86,1.53
34_dimethylpyridine,-5.22,304.851,133.309,-3.18,-4.59,1.41
35_dimethylphenol,-6.27,332.564,146.464,-5.12,-7.01,1.89
35_dimethylpyridine,-4.84,314.707,134.425,-2.94,-4.47,1.53
4_acetylpyridine,-7.62,308.555,132.446,-7.63,-8.38,0.75
4_bromophenol,-7.13,294.659,120.747,-5.47,-6.59,1.12
4_bromotoluene,-1.39,318.27,136.648,0.04,-2.2,2.24
4_chloro_3_methylphenol,-6.79,316.388,138.648,-4.9,-6.38,1.48
4_chloroaniline,-5.9,292.377,119.655,-5.28,-6.47,1.19
4_chlorophenol,-7.03,289.016,117.131,-5.36,-6.53,1.17
4_cyanophenol,-10.17,301.955,122.483,-7.61,-8.72,1.11
4_cyanopyridine,-6.02,282.604,110.172,-4.97,-5.99,1.02
4_ethylphenol,-6.13,330.65,147.582,-5.08,-7.07,1.99
4_ethylpyridine,-4.73,311.412,135.346,-2.87,-4.72,1.85
4_ethyltoluene,-0.95,354.284,163.486,-0.05,-2.78,2.73
4_fluorophenol,-6.19,276.711,109.146,-4.99,-6.51,1.52
4_formylpyridine,-7,277.901,110.756,-7.31,-8.13,0.82
4_hydroxybenzaldehyde,-8.83,297.183,123.009,-9.95,-10.8,0.85
4_isopropyltoluene,-0.68,379.198,184.626,0.2,-2.53,2.73
4_methoxyacetophenone,-4.4,360.839,165.047,-6.29,-7.89,1.6
4_methoxyaniline,-7.48,312.794,131.682,-6.92,-8.09,1.17
4_methyl_1h_imidazole,-10.27,253.336,91.827,-7.99,-8.85,0.86
4_methylacetophenone,-4.7,351.406,160.561,-4.82,-6.7,1.88
4_methylbenzaldehyde,-4.27,320.767,138.906,-4.9,-6.43,1.53
4_methylpentan_2_ol,-3.73,317.694,147.935,-2.75,-5.1,2.35
4_methylpentan_2_one,-3.05,319.548,145.443,-2.96,-5.28,2.32
4_methylpyridine,-4.93,280.724,112.394,-3.41,-4.73,1.32
4_n_propylphenol,-5.9,363.173,169.492,-5.5,-6.96,1.46
4_nitroaniline,-10.27,304.991,128.596,-8.83,-9.03,0.2
4_nitrophenol,-10.64,301.622,126.07,-7.86,-8.04,0.18
4_tert_butylphenol,-5.91,370.182,188.306,-5.54,-7.21,1.67
acenaphthene,-3.15,362.704,176.303,-3.51,-4.89,1.38
acetaldehyde,-3.5,197.155,56.097,-3.39,-5.18,1.79
acetic_acid,-6.69,206.974,62.287,-5.95,-7.07,1.12
acetonitrile,-3.88,196.671,55.233,-1.67,-3.77,2.1
acetophenone,-4.58,318.739,138.738,-5.07,-6.67,1.6
alpha_methylstyrene,-1.24,333.971,150.542,-1.26,-3.53,2.27
aniline,-5.49,270.69,105.376,-5.92,-7,1.08
anisole,-2.45,300.364,123.24,-2.3,-3.98,1.68
anthracene,-3.95,394.38,196.432,-5.39,-5.97,0.58
azetidine,-5.56,222.511,74.247,-3.41,-5.09,1.68
benzaldehyde,-4.02,288.108,117.083,-4.99,-6.36,1.37
benzamide,-11,298.765,125.016,-10.12,-10.9,0.78
benzene,-0.86,258.247,96.931,-0.7,-2.7,2
benzonitrile,-4.21,292.897,116.563,-2.74,-4.13,1.39
benzotrifluoride,-0.25,313.098,136.29,-0.55,-3.02,2.47
benzyl_alcohol,-6.62,297.859,123.209,-5.41,-6.94,1.53
benzyl_bromide,-2.38,315.436,135.567,-1.14,-3.13,1.99
benzyl_chloride,-1.93,310.288,131.892,-1.56,-3.37,1.81
biphenyl,-2.66,385.763,182.145,-3.39,-4.97,1.58
bis_2_chloroethyl__ether,-4.23,319.585,132.645,-1.86,-3.78,1.92
bromobenzene,-1.46,285.569,114.82,-0.37,-2.2,1.83
bromoethane,-0.74,223.737,73.423,0.93,-1.01,1.94
bromomethane,-0.82,185.151,50.263,1.09,-0.89,1.98
bromotrifluoromethane,1.79,217.931,71.176,2.03,-0.38,2.41
but_1_ene,1.38,252.062,91.584,2.48,-0.37,2.85
but_1_yne,-0.16,244.78,82.398,1.93,-0.86,2.79
buta_13_diene,0.61,237.811,79.837,1.93,-0.96,2.89
butan_1_ol,-4.72,271.395,105.475,-3.14,-5.12,1.98
butan_2_ol,-4.62,269.418,106.472,-3.12,-5.2,2.08
butanenitrile,-3.64,266.22,99.159,-1.41,-3.57,2.16
butanoic_acid,-6.35,273.264,106.466,-5.46,-6.92,1.46
butanone,-3.71,263.43,100.261,-2.97,-5.05,2.08
butyraldehyde,-3.18,263.43,100.261,-3.01,-5.07,2.06
chlorobenzene,-1.12,279.946,111.214,-0.6,-2.13,1.53
chlorodifluoromethane,-0.5,199.686,59.164,-0.04,-2.32,2.28
chloroethane,-0.63,218.254,69.87,0.78,-1.26,2.04
chloroethylene,-0.59,204.145,60.557,1.22,-1.06,2.28
chlorofluoromethane,-0.77,188.298,52.117,-0.22,-2.25,2.03
chloromethane,-0.55,179.012,46.771,0.81,-1.14,1.95
cis_12_dimethylcyclohexane,1.58,332.666,171.621,2.05,0.02,2.03
cyanobenzene,-4.1,292.897,116.563,-2.38,-4.14,1.76
cyclohepta_135_triene,-0.99,286.877,118.257,0.15,-1.97,2.12
cycloheptanol,-5.48,316.841,155.129,-4.15,-5.14,0.99
cyclohexane,1.23,289.369,129.812,1.67,0.01,1.66
cyclohexanol,-5.46,296.432,135.002,-4.26,-5.28,1.02
cyclohexanone,-4.91,292.118,128.726,-3.84,-5.14,1.3
cyclohexene,0.37,282.327,119.104,1.56,-0.53,2.09
cyclohexylamine,-4.59,296.579,137.056,-3.94,-5.08,1.14
cyclopentane,1.2,266.214,108.08,1.53,0.01,1.52
cyclopentanol,-5.49,272.062,112.94,-4.15,-5.27,1.12
cyclopentanone,-4.7,268.791,107.356,-3.71,-4.85,1.14
cyclopentene,0.56,257.094,97.21,1.38,-0.58,1.96
cyclopropane,0.75,213.366,67.591,2.64,-0.03,2.67
decan_1_ol,-3.64,467.481,237.048,-2.49,-5.16,2.67
decan_2_one,-2.34,460.539,231.96,-1.98,-5.26,3.28
di_isopropyl_sulfide,-1.21,340.531,161.221,0.1,-2.56,2.66
di_n_butyl_ether,-0.83,418.944,194.377,0.59,-2.65,3.24
di_n_butylamine,-3.24,419.934,196.71,-1.63,-4.71,3.08
di_n_propyl_ether,-1.16,353.833,150.526,0.21,-2.67,2.88
di_n_propyl_sulfide,-1.28,365.272,162.406,0.49,-2.15,2.64
di_n_propylamine,-3.65,354.875,152.919,-2.26,-4.76,2.5
dibromomethane,-1.96,214.911,67.416,0.87,-1.1,1.97
dichloromethane,-1.31,202.647,60.29,0.23,-1.6,1.83
diethoxymethoxybenzene,-5.23,467.804,230.568,-4.44,-7.19,2.75
diethyl_disulfide,-1.64,331.47,139.46,-0.07,-2.51,2.44
diethyl_ether,-1.59,286.484,106.323,-0.7,-3.02,2.32
diethyl_malonate,-6,412.802,179.485,-6.45,-8.27,1.82
diethyl_succinate,-5.71,446.509,202.123,-8.45,-10.3,1.85
diethyl_sulfide,-1.46,298.612,118.306,0.21,-2.18,2.39
diethylamine,-4.07,288.203,108.828,-2.72,-4.93,2.21
diiodomethane,-2.49,231.811,79.267,-0.74,-2.3,1.56
diisopropyl_ether,-0.53,332.979,154.208,-0.11,-3.01,2.9
diisopropylamine,-3.22,332.484,152.513,-1.97,-4.6,2.63
dimethoxymethane,-2.93,247.117,88.831,-2.69,-4.33,1.64
dimethyl_disulfide,-1.83,254.52,93.425,1.48,-0.72,2.2
dimethyl_ether,-1.91,205.551,60.487,-0.85,-2.7,1.85
dimethyl_sulfate,-5.1,284.998,107.529,-7.85,-8.13,0.28
dimethyl_sulfide,-1.61,222.004,72.077,0.26,-1.7,1.96
dimethyl_sulfone,-10.08,244.469,87.1,-10.35,-11.2,0.85
dimethyl_sulfoxide,-8.71,233.396,79.572,-8.32,-9.68,1.36
dimethylamine,-4.29,208.333,62.716,-3.11,-4.72,1.61
E_12_dichloroethene,-0.78,228.529,74.135,1.2,-0.87,2.07
E_but_2_enal,-4.22,254.526,88.92,-3.66,-5.82,2.16
E_hept_2_ene,1.68,357.173,156.578,2.83,-0.43,3.26
E_hex_2_enal,-3.68,321.717,133.251,-3.22,-5.48,2.26
E_oct_2_enal,-3.43,387.385,177.301,-2.47,-5.37,2.9
ethanamide,-9.71,210.575,64.587,-8.62,-9.94,1.32
ethane,1.83,198.684,57.584,2.58,0,2.58
ethanethiol,-1.14,220.848,71.766,-0.4,-2.49,2.09
ethanol,-5,205.146,61.455,-3.45,-5.2,1.75
ethene,1.28,180.241,47.07,2.36,-0.3,2.66
ethyl_acetate,-2.94,289.174,107.623,-3.23,-5.14,1.91
ethyl_benzoate,-3.64,374.334,169.243,-4.68,-6.33,1.65
ethyl_butanoate,-2.49,355.11,151.736,-3.04,-5.39,2.35
ethyl_formate,-2.56,247.968,84.967,-2.99,-4.52,1.53
ethyl_hexanoate,-2.23,420.628,195.656,-2.8,-5.43,2.63
ethyl_pentanoate,-2.49,387.636,173.632,-3.09,-5.47,2.38
ethyl_phenyl_ether,-2.22,341.99,147.376,-2.01,-4.12,2.11
ethyl_propanoate,-2.68,322.492,129.824,-3.39,-5.51,2.12
ethylamine,-4.5,208.924,64.032,-3.14,-5,1.86
ethylbenzene,-0.79,321.578,141.659,-0.59,-2.76,2.17
fluorene,-3.35,383.08,188.239,-4.29,-5.31,1.02
fluorobenzene,-0.8,267.622,103.216,-0.07,-2.1,2.03
fluoromethane,-0.22,163.953,38.713,0.79,-1.61,2.4
formaldehyde,-2.75,154.387,34.059,-3.22,-4.87,1.65
halothane,-0.11,265.248,105.683,0.7,-1.59,2.29
hept_1_ene,1.66,351.527,156.979,2.97,-0.33,3.3
hept_1_yne,0.6,342.402,148.118,2.28,-0.8,3.08
heptan_1_ol,-4.21,369.714,171.346,-2.72,-5.09,2.37
heptan_2_one,-3.04,363.544,166.471,-2.8,-5.3,2.5
heptan_4_one,-2.92,363.638,166.567,-2.68,-5.19,2.51
heptanal,-2.67,360.626,165.723,-2.63,-5.06,2.43
hex_1_ene,1.58,318.441,134.868,2.59,-0.33,2.92
hex_1_yne,0.29,309.863,126.22,2.1,-0.81,2.91
hexa_15_diene,1.01,302.821,126.366,2.44,-0.65,3.09
hexafluoropropene,-3.76,268.204,105.137,2.29,-1.17,3.46
hexan_1_ol,-4.4,337.239,149.522,-3.03,-5.08,2.05
hexan_2_one,-3.28,330.491,144.464,-2.77,-5.28,2.51
hexan_3_ol,-4.06,329.927,149.463,-2.63,-4.96,2.33
hexanal,-2.81,329.01,144.178,-2.96,-5.09,2.13
hexanoic_acid,-6.21,339.767,150.716,-5.08,-6.93,1.85
hydrazine,-9.3,146.524,31.525,-7.1,-8.36,1.26
hydrogen_sulfide,-0.7,131.985,25.879,-1.17,-3.05,1.88
imidazole,-9.63,214.384,69.177,-7.85,-8.49,0.64
indane,-1.46,327.494,148.518,-1.7,-2.97,1.27
iodobenzene,-1.74,294.075,120.876,-0.34,-2.11,1.77
iodoethane,-0.74,232.852,79.617,-0.1,-1.93,1.83
iodomethane,-0.89,195.091,56.183,0.03,-1.9,1.93
isoamyl_acetate,-2.21,373.424,172.055,-3.05,-5.44,2.39
isoamyl_formate,-2.13,332.195,149.424,-3.39,-5.17,1.78
isobutyl_acetate,-2.36,345.575,152.422,-2.8,-5.23,2.43
isobutyl_formate,-2.22,306.887,128.985,-3.21,-5,1.79
isobutyl_isobutanoate,-1.69,404.415,197.754,-2.55,-5.29,2.74
isobutylbenzene,0.16,362.185,184.243,0,-2.66,2.66
isobutyraldehyde,-2.86,258.896,100.405,-2.93,-4.98,2.05
isoflurane,0.1,304.821,129.183,-1.38,-4.21,2.83
isopropyl_acetate,-2.64,309.52,131.108,-2.92,-5.15,2.23
isopropyl_formate,-2.02,272.693,107.238,-2.64,-4.37,1.73
isopropylbenzene,-0.3,345.014,162.476,-0.31,-2.86,2.55
m_bis_trifluoromethyl__benzene,1.07,347.421,170.991,-1.58,-4.19,2.61
m_cresol,-5.49,299.884,124.657,-5.28,-6.94,1.66
m_xylene,-0.83,323.451,140.542,-0.17,-2.71,2.54
methane,1.99,158.381,35.792,2.54,0,2.54
methanesulfonyl_chloride,-4.87,239.715,83.236,-6.33,-6.85,0.52
methanethiol,-1.24,181.997,48.605,-0.26,-2.25,1.99
methanol,-5.1,164.251,38.59,-3.48,-5.15,1.67
methoxyflurane,-1.12,295.683,123.836,-0.71,-2.49,1.78
methyl_acetate,-3.13,248.167,84.552,-3.73,-5.44,1.71
methyl_benzoate,-3.92,336.913,144.889,-5.06,-6.3,1.24
methyl_butanoate,-2.83,313.822,127.991,-3.32,-5.36,2.04
methyl_chloroacetate,-4,267.147,96.115,-3.92,-5.16,1.24
methyl_cyanoacetate,-6.72,282.544,104.503,-5.51,-6.89,1.38
methyl_cyclohexanecarboxylate,-3.3,357.218,178.354,-4.29,-5.51,1.22
methyl_cyclohexyl_ketone,-3.9,346.219,172.367,-3.9,-5.38,1.48
methyl_cyclopropanecarboxylate,-4.1,296.629,117.312,-4.49,-6.3,1.81
methyl_cyclopropyl_ketone,-4.61,280.62,110.134,-3.74,-5.82,2.08
methyl_ethyl_ether,-2.1,246.083,83.526,-0.82,-2.84,2.02
methyl_ethyl_sulfide,-1.5,260.257,95.242,0.34,-1.93,2.27
methyl_formate,-2.78,207.018,62.086,-3.17,-4.48,1.31
methyl_hexanoate,-2.49,379.624,172.599,-3.02,-5.36,2.34
methyl_isopropyl_ether,-2.01,268.887,105.594,-0.75,-2.89,2.14
methyl_methanesulfonate,-4.87,265.642,97.176,-8.29,-8.81,0.52
methyl_octanoate,-2.04,444.695,216.523,-2.94,-5.31,2.37
methyl_p_methoxybenzoate,-5.33,379.012,171.396,-6.32,-7.45,1.13
methyl_p_nitrobenzoate,-6.88,371.22,168.312,-6.15,-6.27,0.12
methyl_pentanoate,-2.56,346.764,150.784,-3.51,-5.43,1.92
methyl_propanoate,-2.93,281.524,106.92,-3.83,-5.47,1.64
methyl_propyl_ether,-1.66,279.211,105.598,-0.41,-2.76,2.35
methyl_t_butyl_ether,-2.21,289.432,127.045,-0.6,-2.95,2.35
methyl_tert_butyl_ether,-2.21,289.432,127.045,-0.68,-2.9,2.22
methyl_trifluoroacetate,-1.1,273.39,102.154,-1.39,-3.4,2.01
methyl_trimethylacetate,-2.4,328.937,150.104,-2.99,-5.28,2.29
methylamine,-4.55,168.409,41.062,-3.44,-5.13,1.69
methylcyclohexane,1.7,315.63,151.09,1.82,0.01,1.81
methylcyclopentane,1.59,293.955,130.126,2.12,0,2.12
morpholine,-7.17,255.477,98.862,-6.28,-6.62,0.34
N_acetylpyrrolidine,-9.8,315.265,139.807,-7.97,-8.86,0.89
n_butane,2.07,264.205,101.497,2.54,0.01,2.53
n_butanethiol,-0.99,283.678,115.753,-0.12,-2.39,2.27
n_butyl_acetate,-2.64,355.395,151.612,-3.17,-5.45,2.28
n_butylacetamide,-9.31,341.793,152.699,-8.14,-9.76,1.62
n_butylamine,-4.24,274.799,107.989,-2.82,-5.11,2.29
n_butylbenzene,-0.4,386.185,185.218,-0.3,-2.76,2.46
n_decane,3.16,460.774,233.201,3.43,0.01,3.42
n_heptane,2.67,362.561,167.392,3.2,0.01,3.19
n_heptylamine,-3.79,373.095,173.862,-2.72,-4.89,2.17
n_hexane,2.48,329.228,145.244,3.05,0.01,3.04
n_hexyl_acetate,-2.26,421.233,195.651,-2.97,-5.49,2.52
