ethyl_acetate,-2.94,-10.30,7.36,67.64,-4.22,-11.46,7.24,83.70
ethylbenzene,-0.79,-9.01,8.22,88.43,-0.95,-9.17,8.22,103.21
fluoromethane,-0.22,-3.73,3.51,36.33,-0.26,-4.15,3.89,25.94
heptan_1_ol,-4.21,-16.54,12.33,124.28,-3.65,-14.24,10.59,135.63
heptan_2_one,-3.04,-13.00,9.96,64.01,-3.64,-13.11,9.47,124.63
heptan_4_one,-2.92,-13.80,10.88,58.05,-3.21,-12.80,9.59,127.61
hexan_1_ol,-4.40,-15.68,11.28,109.94,-3.62,-13.34,9.72,120.38
hexan_3_ol,-4.06,-16.03,11.97,112.33,-2.76,-12.36,9.60,118.70
iodomethane,-0.89,-5.59,4.70,99.81,-0.86,-5.08,4.22,28.22
m_xylene,-0.83,-8.60,7.77,98.09,-0.86,-9.20,8.34,105.89
methane,1.99,-2.53,4.52,52.58,1.86,-2.58,4.43,40.24
methanol,-5.10,-10.19,5.09,27.25,-5.08,-10.49,5.40,33.82
methanethiol,-1.24,-5.22,3.98,69.70,-1.49,-6.29,4.80,36.73
methyl_acetate,-3.13,-9.56,6.43,49.02,-5.04,-10.82,5.77,55.04
morpholine,-7.17,-16.00,8.83,33.17,-5.16,-12.01,6.84,68.65
n_butane,2.07,-5.59,7.66,92.02,2.00,-5.45,7.45,94.53
n_butylacetamide,-9.31,-20.84,11.53,85.44,-9.17,-19.11,9.94,115.39
n_butylamine,-4.24,-13.51,9.27,72.54,-3.89,-12.10,8.20,92.02
n_hexane,2.48,-6.95,9.43,117.11,2.10,-7.21,9.30,127.90
n_hexylamine,-3.95,-15.09,11.14,104.95,-3.45,-13.50,10.05,126.50
N_methylacetamide,-10.00,-16.92,6.92,40.03,-8.58,-15.17,6.59,59.97
N_methylmorpholine,-6.32,-15.81,9.49,47.83,-4.17,-11.22,7.05,79.86
N_methylpiperidine,-3.88,-15.12,11.24,96.65,-1.64,-9.75,8.11,103.73
n_pentane,2.32,-6.28,8.60,105.16,2.05,-6.33,8.38,111.19
n_pentylamine,-4.09,-14.25,10.16,89.44,-3.99,-13.15,9.16,109.34
n_propanethiol,-1.06,-6.62,5.56,78.87,-1.47,-8.35,6.88,73.08
n_propylamine,-4.39,-12.72,8.33,55.26,-3.74,-11.05,7.31,75.95
n_propylbenzene,-0.53,-9.89,9.36,107.55,-0.86,-10.03,9.16,120.26
naphthalene,-2.40,-10.60,8.20,82.10,-3.05,-10.57,7.52,85.35
NN_dimethylformamide,-7.81,-14.51,6.70,32.55,-6.81,-12.36,5.55,48.31
octan_1_ol,-4.09,-17.18,13.09,136.23,-5.07,-17.67,12.61,158.24
p_cresol,-6.13,-14.13,8.00,62.02,-6.00,-14.24,8.24,81.03
p_xylene,-0.80,-8.63,7.83,80.09,-0.88,-9.22,8.34,105.77
pentan_1_ol,-4.57,-14.94,10.37,96.08,-3.69,-12.58,8.89,104.71
pentan_3_ol,-4.35,-15.37,11.02,97.99,-3.22,-12.12,8.90,104.95
pentan_3_one,-3.41,-11.22,7.81,71.99,-3.42,-11.09,7.67,92.76
phenol,-6.61,-13.01,6.40,50.53,-6.20,-13.41,7.20,61.51
piperidine,-5.11,-15.03,9.92,76.12,-2.42,-10.36,7.94,92.24
prop_2_en_1_ol,-5.03,-12.40,7.37,62.14,-4.32,-10.94,6.63,59.82
propan_1_ol,-4.85,-13.18,8.33,64.05,-3.76,-10.78,7.02,71.20
propan_2_ol,-4.74,-13.38,8.64,65.01,-3.78,-10.71,6.92,68.73
propane,1.96,-4.87,6.83,78.87,1.96,-4.56,6.52,77.81
propanoic_acid,-6.46,-12.90,6.44,38.29,-9.23,-17.32,8.10,67.18
propanone,-3.80,-9.17,5.37,39.77,-4.15,-9.82,5.67,55.59
propene,1.32,-4.56,5.88,66.92,1.22,-4.70,5.92,65.69
propyne,-0.48,-4.23,3.75,79.54,0.50,-4.86,5.36,53.73
pyrene,-4.52,-14.60,10.08,129.97,-5.39,-14.09,8.70,100.25
pyridine,-4.69,-11.31,6.62,54.40,-3.70,-9.45,5.75,55.35
pyrrolidine,-5.48,-14.59,9.11,60.33,-3.12,-10.29,7.16,78.30
tetrafluoromethane,3.12,-3.00,6.12,90.75,1.25,-3.88,5.13,49.62
tetrahydrofuran,-3.47,-10.70,7.23,50.29,-1.83,-8.34,6.51,74.18
tetrahydropyran,-3.12,-11.08,7.96,63.60,-1.13,-8.40,7.27,88.34
toluene,-0.89,-8.08,7.19,81.26,-1.06,-8.37,7.32,86.61
methyl_ethyl_sulfide,-1.50,-7.97,6.47,39.80,-0.54,-7.27,6.73,77.82
3_methyl_1h_indole,-5.88,-14.46,8.58,99.10,-6.17,-14.90,8.74,93.83
p_cresol,-6.13,-14.13,8.00,62.02,-6.00,-14.24,8.24,81.03
